영양DB대분류,영양DB중분류,영양DB소분류,영양식품코드,영양식품명,영양DB그룹명,영양식품세분류명,원재료명,원재료명이명,기존표시명,분류기준,데이터출처구분,제철시기(월),보관,손질,세척,신선도체크,대표식품명,영양성분기준량,에너지_kcal,수분_g,단백질_g,지방_g,회분_g,탄수화물_g,당류_g,식이섬유_g,칼슘_mg,철_mg,인_mg,칼륨_mg,나트륨_mg,콜레스테롤_mg,포화지방산_g,트랜스지방산_g,보관출처명,보관출처URL,손질출처명,손질출처URL,세척출처명,세척출처URL,신선도출처명,신선도출처URL,영양출처명,제철시기출처명,제철시기출처URL
기타,백삼,해당없음,R120-021010002-0000,인삼_백삼_말린것,원재료성,말린것,인삼,백삼(白蔘) / 별직삼(別直蔘) / 산양삼(山養蔘) / 수삼(水蔘) / 야산삼(野山蔘) / 인삼 / 태극삼(太極蔘) / 홍삼(紅蔘) / 흑삼,인삼,채소류,영양+가이드,7,"종류에 따라 수분 함유량이 달라 보관방법과 보관기간이 다르다. 수삼은 곰팡이가 피고 썩기 쉬우므로 비닐에 싸서 저온·건조한 냉장실에 보관한다. 냉장 보관 시 소량의 물을 수삼에 뿌려주면 신선함 유지에 도움이 된다. 3~5뿌리씩 소량 보관 시에는 신문지에 싸서 냉장 보관한다. 백삼은 건조하고 낮은 온도의 환경에서 1년 정도, 진공 포장 시 3년 정도 보관 가능하다. 홍삼은 실온에서 습기가 차지 않도록 신문지로 싸서 건조한 그늘에 보관한다.",인삼(수삼)은 깨끗한 물에 10분 정도 불린 후 흐르는 물에서 부드러운 솔 등으로 깨끗하게 씻는다. 잔뿌리를 다듬고 뇌두를 잘라낸다. 뇌두는 대부분의 요리에서 사용하지 않는다.,흙을 털어내고 흐르는 물에서 표면을 문질러 씻는다. 껍질을 벗겨 사용하는 경우에는 껍질을 제거한 뒤 한 번 더 가볍게 헹군다.,"2~3개의 굵은 뿌리와 잔뿌리의 원형이 남아있는 것이 상품(上品)이다. 인삼은 사람의 형태를 띠는 것이 특징이며 부피나 무게 차이가 아닌 부위별로 균형 잡힌 모양이 좋다. 뇌두, 주근, 지근 등 부위의 구분이 선명할수록 좋고 몸통에 빨간색이나 검은색 반점이 없는 것이 좋다. 표피 색은 유백색 혹은 담황색이 좋으며 전체적으로 색이 균일하고 선명하며 윤기가 있어야 한다. 조직이 단단하고 탄력이 있는 제품을 선택한다.",인삼,100g,316.000,10.1,15.7,0.5,3.9,69.8,,,227.000,33.5,385.0,,,,,,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=88&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=88&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=88&menuId=PS03599,농진청('84),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
채소류,죽순,해당없음,R106-167002601-0000,죽순_순_생것,원재료성,생것,죽순,,죽순,채소류,가이드만 있음,5,죽순은 수확 후 시간이 지날수록 맛이 떨어지므로 생 죽순을 구매하였을 때는 삶아서 보관하는 것이 좋다.,죽순의 껍질에는 잔털이 많은데 알레르기를 유발할 수도 있으므로 위생 장갑을 착용하고 손질하는 것이 좋다. 죽순을 삶을 때에는 우선 밑동을 자르고 길이로 반을 가른 후 껍질을 제거한다. 죽순을 쌀뜨물로 삶으면 체내에 결석을 유발하는 수산 성분을 제거하기 쉽고 떫은맛을 효과적으로 제거해주며 다른 유익한 영양소의 파괴를 막을 수 있다. 끓는 쌀뜨물에 생 죽순을 삶은 후 불을 끄고 건져낸 다음 찬물에 10시간 정도 담가두면 아린 맛을 제거할 수 있다.,흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다. 잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다.,죽순은 수확한 후에도 성장을 계속하기 때문에 유통과정이 길지 않은 죽순을 구입하는 것이 중요하다. 죽순의 껍질은 짙은 녹색에서 점차 어두운 갈색으로 변하기 때문에 생 죽순을 구입할 때는 수확한 지 얼마 지나지 않은 녹색을 띠는 죽순을 선택하는 것이 좋다. 껍질이 벗겨진 죽순은 수확한 지 오래된 것이므로 껍질이 단단하게 붙어있는 것이 좋다.,죽순,100g,24.00,91.6,3.48,0.22,0.93,3.77,1.11,2.8,14.00,0.39,66.0,468.000,0.00,0.0,0.0,0.07,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=62&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=62&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=62&menuId=PS03599,농진청('15),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
채소류,참나물,재배,R106-171020001-0000,참나물_재배_생것,원재료성 식품,생것,참나물,참나물,참나물,채소류,영양+가이드,8,실온에서 장시간 보관 시 잎이 시들고 영양성분이 파괴되므로 되도록 빨리 섭취하는 것이 좋다. 참나물은 신문지나 키친타월로 싸서 분무기로 물을 뿌린 뒤 냉장고 신선실에 넣으면 3~4일 정도 보관할 수 있다. 데친 참나물을 말려 묵은 나물로 보관하면 장기 보관이 가능하다.,"흐르는 물로 겉에 묻은 흙과 이물질을 제거한 후 시든 잎과 뿌리를 떼어낸다. 끓는 물에 소금을 조금 넣고 데쳐 사용하는데, 참나물은 줄기 부분이 질기므로 줄기부터 넣고 약 10~15초 후 잎을 넣어 데친다. 데친 후에는 찬물에 바로 헹궈 엽록소가 빠져나가지 않도록 한다.",흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다. 잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다.,"고급 산채로 알려진 참나물은 개량종이 시설재배를 통해 사철 공급되지만 원 품종은 대량 재배가 쉽지 않다. 줄기에 보랏빛이 감도는 야생 참나물은 재래시장이나 시골 장날에 한시적으로 제철에 구입할 수 있다. 참나물을 고를 때는 잎이 시들고 싱싱하지 않은 상품은 피하며 이물질이 없어야 한다. 잎의 크기와 줄기가 일정하며 싱싱하고 청결한 것이 좋고, 고유의 진한 청색이 선명한 것이 영양분이 좋다. 품종 고유의 냄새 이외에 썩은 냄새나 곰팡이 냄새가 없는 것을 골라야 하며 병충해가 있는 것이 섞이지 않았는지 잘 확인한다. 특히 말린 참나물은 이물질이 들어가기 쉬우므로 잘 살펴야 한다.",참나물,100g,20,92.8,1.58,0.19,1.34,4.09,0.0,2.6,57,1.38,48.0,582,18,0.0,0.04,0.0,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=101&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=101&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=101&menuId=PS03599,농촌진흥청(국가표준식품성분표),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
채소류,해당없음,해당없음,R106-175000001-0000,청경채_생것,원재료성,생것,청경채,청경채,청경채,채소류,영양만 있음,,,,물에 5분 동안 담근 후 흐르는 물에 30초 정도 씻는다.,,청경채,100g,10.00,95.9,1.41,0.09,0.96,1.64,0.0,1.2,87.00,0.38,40.0,366.000,17.00,0.0,0.0,0.02,,,,,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,,,농진청('14),,
채소류,해당없음,뿌리,R106-178007601-0000,치커리_뿌리_생것,원재료성,생것,치커리,치커리,치커리,채소류,영양만 있음,,에틸렌에 민감하므로 사과와 따로 보관한다. 잎채소류는 비닐봉지나 랩으로 포장해 습도를 유지한다.,,물에 5분 동안 담근 후 흐르는 물에 30초 정도 씻는다.,,치커리,100g,72.00,80.0,1.4,0.2,0.89,17.51,8.73,1.5,41.00,0.8,61.0,290.000,50.00,0.0,0.0,0.05,"농촌진흥청 국립원예특작과학원 보도자료(더 오래 신선하게 똑똑한 과일, 채소 보관법, 2023-09-26)",C:\Users\Playdata\Downloads\27-3_더오래신선하게똑똑한과일채소보관법(원예원).pdf,,,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,,,USDA(’18),,
채소류,해당없음,해당없음,R106-180000001-0000,케일_생것,원재료성,생것,케일,꽃양배추 / 케일,케일,채소류,영양만 있음,,,,물에 5분 동안 담근 후 흐르는 물에 30초 정도 씻는다.,,케일,100g,26.00,89.9,3.11,0.24,2.14,4.61,0.0,3.2,328.000,0.81,61.0,594.000,47.00,0.0,0.0,0.05,,,,,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,,,농진청('14),,
채소류,해당없음,해당없음,R106-182000001-0000,콩나물_생것,원재료성,생것,콩나물,Black Beans / Soy bean / 검정콩 / 노란콩 / 백태 / 서리태 / 서목태 / 약콩 / 쥐눈이콩 / 청태 / 콩 / 콩나물 / 흑두(黑豆),콩나물,채소류,영양+가이드,9,콩은 통풍이 잘되고 수분 함량이 11% 이하로 유지되도록 한다. 콩나물은 씻지 않고 검은 봉지에 넣어 냉장 보관한다.,말린 콩은 이물질을 제거하고 물에 불려 요리에 이용한다. 흐르는 물에 깨끗이 씻어 사용하며 냉장 보관 후 빠른 시일 내에 조리에 이용한다. 용도에 따라 대가리와 꼬리를 떼어 손질한다.,흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다. 잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다.,콩은 껍질이 얇고 깨끗하며 색이 노랗고 윤기가 많은 것이 좋다. 콩나물은 흰색이나 담황색으로 줄기가 짧고 통통하며 뿌리가 살아있고 잔뿌리가 적으며 무르지 않은 것을 고른다. 색깔이 희고 이상한 냄새가 나지 않는 것도 중요하다.,콩나물,100g,43.00,90.1,4.66,1.19,0.64,3.44,0.47,2.2,41.00,0.63,79.0,218.000,3.00,0.0,0.0,0.23,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=90&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=90&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=90&menuId=PS03599,농진청(’23) ,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
감자 및 전분류,토란,해당없음,R102-017000001-0000,토란_생것,원재료성,생것,토란,,토란,채소류,가이드만 있음,9,냉장고에 넣지 말고 흙이 묻은 채로 젖은 신문지에 싸서 서늘한 곳(10~15℃)에 보관한다. 단기간이면 땅속에 묻어 저장할 수 있으나 5℃ 이하에서는 부패하기 쉬우므로 주의한다. 손질한 토란은 물기를 닦아내고 잘 밀봉하여 보관한다.,껍질을 벗기고 쌀뜨물에 담가두면 표면의 미끈거림을 차단하고 불필요한 맛 성분을 제거하는 데 좋다. 아린 맛이 강하므로 껍질을 벗기고 소금물에 삶아 찬물에 헹구는 것도 좋다. 토란은 자극이 강해 피부가 약한 사람은 가려움증이나 두드러기가 생길 수 있으므로 손질할 때 비닐장갑을 끼거나 손에 기름을 바르고 조금 두껍게 껍질을 벗긴다.,흙을 털어내고 흐르는 물에서 표면을 문질러 씻는다. 껍질을 벗겨 사용하는 경우에는 껍질을 제거한 뒤 한 번 더 가볍게 헹군다.,길쭉한 타원형 모양이며 껍질을 벗기면 흰색을 띠는 것이 좋다. 국내산 토란은 중국산에 비해 모양이 길쭉하고 껍질이 잘 벗겨지며 수염뿌리가 적게 붙어 있는 것이 특징이다.,토란,100g,71.00,80.8,2.08,0.14,1.21,15.77,0.0,2.8,11.00,0.59,55.0,520.000,2.00,0.0,0.0,0.05,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=114&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=114&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=114&menuId=PS03599,농진청('13),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
채소류,토란대,해당없음,R106-185007901-0000,토란대_줄기_생것,원재료성,생것,토란대,토란줄기,토란대,채소류,가이드만 있음,9,토란대 질긴 부분을 벗겨낸 후 끓는 물에 소금을 조금 넣고 데친 후 물기가 있는 채로 냉동 보관하면 필요할 때 꺼내 먹기 좋다. 말린 토란대는 대바구니 등에 담아 통풍이 잘되는 곳에 보관한다.,토란대의 독성으로 손바닥이 갈라지고 물집까지 생길 수 있으므로 고무장갑이나 비닐장갑을 끼고 껍질을 벗긴다. 너무 싱싱한 토란대는 껍질이 잘 벗겨지지 않기 때문에 2~3일 동안 그늘에 말린 다음 껍질을 분리하면 보다 쉽게 할 수 있다. 말린 토란대는 삶아낸 후 물에 충분히 담근 후 아린 맛을 제거한 다음에 이용한다.,흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다. 잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다.,토란대가 너무 굵지 않고 단단하지 않으며 표면이 깨끗한 것을 고른다. 말린 토란대보다 데친 토란대를 구입하는 것이 조리하기에 손이 덜 가고 간편하다. 다만 삶은 나물을 구입할 때는 상품이 선도를 잃고 짓무름이 발생한 것과 공기 중에 오래 노출되어 마르거나 변색된 제품인지 꼼꼼히 살펴보아야 한다.,토란대,100g,16.00,94.6,0.28,0.05,0.82,4.25,1.52,1.3,65.00,0.35,21.0,430.000,1.00,0.0,0.0,0.02,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=12&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=12&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=12&menuId=PS03599,농진청('16),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
채소류,해당없음,해당없음,R106-186000001-0000,토마토_생것,원재료성,생것,토마토,대추토마토 / 방울토마토 / 완숙토마토 / 체리토마토 / 토마토 / 토마토과육 / 홀토마토,토마토,채소류,영양+가이드,"3

5","냉장보다 상온(15~25℃)에서 보관하는 것이 적당하며, 햇빛을 피하고 통풍이 잘되는 곳에서 보관하는 것이 좋다.

햇볕이 들지 않고 통풍이 잘되는 상온에서 보관한다.","흐르는 물에 씻어 과육 표면과 꼭지 부분의 이물질을 세척한 후 물기를 제거하고 먹는다. 토마토 껍질을 제거할 경우에는 열십자(十)로 칼집을 낸 후 끓는 물에 살짝 데치면 쉽게 제거할 수 있다.

손질한 토마토는 십자로 칼집을 낸 후 끓는 물에 살짝 데쳐 껍질을 벗겨낸 후 요리에 이용한다.",흙을 털어내고 흐르는 물에서 표면을 문질러 씻는다. 껍질을 벗겨 사용하는 경우에는 껍질을 제거한 뒤 한 번 더 가볍게 헹군다.,"무르지 않고 단단하며 묵직한 것, 붉은 빛깔이 선명하고 균일한 것, 꼭지가 마르지 않고 신선한 것이 좋다.

껍질이 탄력이 있고 색깔이 짙은 것을 고른다. 꼭지가 시들지 않고 초록색을 띤 것이 좋다. 표면이 쭈글쭈글하지 않고 껍질이 윤기가 흐르는 것이 신선함이다. 만져보아 단단하고 손에 들면 묵직하게 무게가 있는 것을 고른다.",토마토,100g,19.00,93.9,1.03,0.18,0.63,4.26,2.37,2.6,9.00,0.19,29.0,250.000,2.00,0.0,0.0,0.04,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=32&menuId=PS03599 / view?fd_se=286&fd_snn=64&menuId=PS03599,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=32&menuId=PS03599 / view?fd_se=286&fd_snn=64&menuId=PS03599,식품의약품안전처/식생활안전관리원 잔류농약 세척법,https://www.foodsafetykorea.go.kr/portal/board/boardDetail.do?bbs_no=bbs001&menu_grp=MENU_NEW01&menu_no=3120&ntctxt_no=1100621,국립식량과학원 이달의 식재료,https: / www.nics.go.kr / food / kfi / foodMonth / view?fd_se=286&fd_snn=32&menuId=PS03599 / view?fd_se=286&fd_snn=64&menuId=PS03599,농진청('15),농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
